stem,label
peningkatan pertumbuhan masyarakat kabupaten pamekasan ketahun berband luru pencari kerja bertambah banyaknya pencari kerja disebabkan minimnya lowongan kerja disebabkan cepat tepatnya informasi lowongan kerja masyarakat pekerjaan disnakertran lembaga bentukan pemerintah upaya memperkecil pencari kerja hasil didapatkan optim sistem menampung kebutuhan belah pemberi pencari kerja penelitian bertujuan websit menampung data lowongan kerja pencari kerja data otomati prose pembobotan metod simpl addit weight saw metod diharapkan mengoptimalkan seleksi lowongan kerja berdasarkan pendidikan jeni kelamin usia dicantumkan pencari kerja mendaftar prose seleksi selesai informasi lowongan kerja dikirim sm gateway pencari kerja sm mengirim informasi lowongan kerja sesuai nomor telepon dicantumkan pencari kerja websit,rpl
mentor agama islam kegiatan pendidikan pembinaan bentuk pengajian kelompok rutin pekan mahasiswa menempuh agama islam didampingi mentor sistem pendukung keputusan membantu panitia koordin mentor menyeleksi mahasiswa layak dijadikan mentor pembimb mentor memperoleh mentor berkualita pembuatan sistem berdasarkan multi kriteria ditetapkan koordin mentor tahap pembobotan metod entropi dibobotkan dirank dimodelkan metod potenti all pairwis rangk of all possibl altern paprika salah metod sistem pendukung keputusan melibatkan multi kriteria sistem menghasilkan mentormentor berkualita berdasarkan rekomendasi hasil keputusan kriteria hasil pengujian seleksi mentor metod pengolahan data tingkat akurasi 88 data pemband manual,komputasi
universita trunojoyo madura utm salah perguruan negeri diminati pendaftar beasiswa bidikmisi penyeleksiannya manual dibutuhkan sistem memiliki komputasi cepat efisien pengolahan data penelitian metod nave bay classifi metod profil match prose seleksi penerimaan beasiswa universita trunojoyo madura utm data diolah data kategorik seleksi penerimaan beasiswa bidikmisi unversita trunojoyo madura utm kriteria ekonomi kondisi rumah aset keluarga kendaraan kebun pengalihan beasiswa fakulta kriteria ipk ekonomi kondisi rumah hasil pengujian sistem naiv bay classifi mencapai tingkat akurasi 67 data latih 50 data uji 170 sedangakan mencapai tingkat akurasi 72 data latih 70 data uji 170 metod profil match seleksi fakulta mencapai tingkat akurasi 73,komputasi
usaha menengah ukm bentuk usaha peranan penyerapan tenaga kerja indonesia ukmukm indonesia diberdayakan dina koperasi umkm sistem pengukuran kinerja dimiliki dina koperasi umkm kondisi ukm pemberdayaan dina terkait meningkatkan kinerja ukm tersebutmetod pengukuran kinerja penelitian metod integr perform measur system ipm metod ipm metod pengukuran kinerja melibatkan kebutuhankebutuhan stakehold stakehold requir kinerja ukm berdasar stakehold ditetapkan pembobotan penelitian metod analyt hierarchi process ahp penelitian mengidentifikasi 4 stakehold membentuk 10 key perform indic kpi stakehold stakehold pelanggan stakehold tenaga kerja stakehold investor stakehold masyarakat hasil kinerja ukm peri januari mei 2015 berurutturut 135770 99580 128130 107221 148430 kinerja ukm hmf hjunyil 127799 116963 124972 126550 131232kata kunci sistem pengukuran kinerja ukm ipm kpi ahp,komputasi
persaingan bisni salah faktor resiko diperhitungkan ukm mencegah resiko dibutuhkan manajemen penanganan resiko tuga mencari kriteria mempengaruhi kerugian berdasarkan kriteriakriteria ditentukan dina koperasi umkm kabupaten bangkalan pendekatan metod fuzzi analit network process fanp sistem pendukung keputusan penelitian perusahaan objek penelitian usaha menengah ukm daerah bangkalan ukm peri ukm hmfhj unyil hasil penelitian hasil kuision diisi dina koperasi umkm kabupaten bangkalan diperoleh ukm peri hmfhj unyil mengindentifikasi resiko resiko rendah nilai ukm peri 27246 27061 25549 19672 16371 ukm hmfhj unyil nilai 25634 24751 24751 17966 217966 hasil kuision berbeda diisi ukm diperoleh ukm peri mengindentifikasi resiko resiko rendah nilai 29647 30346 27159 26887 18485 ukm hmfhj unyil mengindentifikasi resiko resiko rendah nilai 28772 249431 24931 22114 22114kata kunci sistem pendukung keputusan usaha menengah ukm resiko fuzzi analyt network process fanp,komputasi
produktivita salah faktor mempengaruhi prose kemajuan kemunduran usaha utamanya usaha menengah dina perindustrian perdagangan fasilit usaha menengah menganalisi namunsistem manual observasi langsung lokasi kabupaten bangkalan mencoba membangun sistem pendukung keputusan mengidentifikasi kriteria efektif akurat metod metod analyt hierarchi process object matrix metod analyt hierarchi process perhitungan pembobotan pembobotan pengolahan key perform indic metod object matrix score produktivita ukm batik data dikumpulkan data produksi batik data tenaga kerjadata modal memproduksi batik penelitian objek ukm batik bangkalan ukm peri ukm hjunyil ukm peri hasil analisa 2013 8 kpi masuk zona merah 1 kpi zona kune zona merah level 0123 dimana pencapian dibawah target diperbaiki zona kune 4567 pencapain manajemen berhatihati ukm hj unyil hasil analisa 2013 8 kpi masuk zona merah 1 kpi zona kune zona merah level 0123 dimana pencapian dibawah target diperbaiki zona kune 4567 pencapain manajemen berhatihati kunci analityc hierarchi process object matrix sistem pendukung keputusan,komputasi
tingkat persaingan global kompetitif ukm sistem analisi strategi kinerja diukur periodik terarah mempermudah pengambilan keputusan strategi kinerja usaha menengah ukm 10 kpi key perform indiat analisi strategi kinerja ukm tuga mencari posisi strategi ukm berdasarkan kpi ditentukan dina koperasi umkm bangkalan analisi swot dikombinasikan metod ahp sistem pendukung keputusan penelitian objek penelitian ukm batik bangkalan ukm peri ukm hmfhjunyil hasil penelitian diperoleh hasil ukm peri posisi menguntungkan kekuatan dimiliki memanfaatkan peluang bisni ukm mengalami kelemahan transaksi ukm hmfhjunyil januari maret 2015 menghadapi ancaman memanfaatkan kekuatan dimiliki menjaga kestabilan ukm ukm mengalami kelemahan pertumbuhan pendapatan,komputasi
sama negeri 1 sekaran sekolah lingkungan dina pendidikan kabupaten lamongan sekolah memiliki siswa salah sekolah adiwiyata kabupaten lamongan sekolah membutuhkan sistem informasi terintegrasi memantau siswanya alumninya realtim student lifecycl manag sama n 1 sekaran sistem informasi laporan keaktifan siswa pendaftaran alumni berbasiskan web membantu kecepatan kualita penyampaian informasi akademik modul sistem student account student administr event plane teach and studi berdasarkan hasil uji fungsionalita disimpulkan 27 deskripsi sesuai desain student lifecycl manag dirancang,komputasi
rekomendasi saran pemberitahuan dipercaya dianggap kondisi dimana kondisi perpustakaan membantu mahasiswa mencari buku pendukung sesuai kebutuhan membantu permasalahan dihadapi mahasiswa aplikasi memanfaatkan data histori transaksi peminjaman buku perpustakaan universita trunojoyo madura period 2015 aplikasi membantu mahasiswa mencari pendukung belajar metod aplikasi associ rule mencari hubungan kombinasi muncul item algoritma frequent pattern growth menentukan himpunan data muncul frequent itemset kumpulan data transaksi peminjaman buku perpustakaan hasil uji coba penelitian ditemukan data transaksi diolah kombinasi itemset terbentuk sistem menghasilkan rekomendasi nilai minimum support diinputkan kombinasi terbentuk nilai minimum support diinputkan kombinasi terbentuk kunci rekomendasi associ rule algoritma fpgrowth,komputasi
universita trunojoyo madura utm salah perguruan negeri madura jawa timur instansi sekolah perguruan terlepa evaluasi pembelajaran terciptanya efektifita kualita stake holder pihakpihak stake holder dosen tim jaminan mutu mengambil studi program studi teknik informatika universita trunojoyo madura ketidakpuasan mahasiswa prose belajar mengajar 1 semesterperiodenya dituangkan bentuk kuision manual bentuk kerta dibuatlah sistem salah metod metod simpl addit weightsaw tujuan sistem evaluasi prose pembelajarn menghasilkan nilai ipd matakuliah dosen meningkatkan pendidikan prose belajar mengajar efektifhasil pengujian sistem simpl addit weight saw mencapai tingkat akurasi 90 data latih 50 user data uji 10 user metod simpl addit weightsaw evaluasi matakuliah mencapai tingkat akurasi tertinggi 975,rpl
penggunaan teknolog mengalami perubahan bidang multimedia perkembangan teknolog pesat akhirakhir berdampak aspek era teknolog modern multimedia game bermain dimanfaatkan media pembelajaran menyenangkan softwar adasaat pembuatan game edukasi berkembang pesat kalangan masyarakat anakanak memainkan game gadgetnya salah game tuga ta game pengenalan huruf angka bernyanyigam pengenalan huruf angka bernyanyi permainan bertujuan memperkenalkan huruf angka nyanyian hilang dimakan zaman game kebanyakan dimainkan kalangan anakanak game pengguna sajian game menebak huruf angka melatih imajinasi daya anak game sifatnya user friendli mudah dimainkan 100 responden sulit dimainkan sisanya 70 responden game menarik sisi materi 95 responden membantu permainan sisanya 5 terbantukata kunci game pengenalan huruf edukasi huruf angka benyanyi,komputasi
teknolog mengalami perubahan pesat dibidang multimedia perkembangan tekhnolog pesat berdampak aspek diera teknolog modern multimedia game sekedar bermain pembuatan media pembelajaran menyenangkan memanfaatkan softwaresaat pembuatan game edukasi berkembang masyarakat dikalangan anakanak memainkan jeni game game tuga ta game iqra berbasi game edukasigam iqra permainan bertujuan memperkenalkan huruf hijaiyah membacanya harokat game pengguna belajar menikmati permainan menebak huruf hijaiyah dipelajari menu melatih logika imajinasi anak baca tuli alquran anak anak kela tpq tpa terbata metod belajar membosankan menarik game dirancang game menarik menyenangkan meningkatkan kemampuan anak anak mengen membaca huruf hijaiyah berdasarkan hasil ujicoba pengguna geme user friendli 60 responden game sulit dimainkan 70responden game menarik sisi materi 90 responden membantu permainan game iqra inikata kunci game iqra edukasi huruf hijaiyah anak,komputasi
smk negeri 2 surabaya salah smk teknolog industri unggulan surabaya pemanfaatan teknolog informasi komunikasi tik maksim kelemahan ditemukan sistem menghambat penyebaran aru informasi dibutuhkan sistem dirancang membantu mengakomodasi pengelolaan informasi akademik mempermudah pekerjaan guru staf bertuga mengelola data akademik membantu mempercepat penyebaran informasi akademik sekolah metod pengembangan sistem penulisan tuga agil model driven uml pemodelannya menerapkan prinsip agil model driven pengembangan sistem dimodelkan uml prose membangun aplikasi model driven design framework django menghasilkan komponen arsitektur basi data sesuai perancangan dikembangkan aplikasihasil penelitian sistem informasi akademik layak pakai mudah dikembangkan berdasarkan hasil pengujian function usabl portabl reliabl maintain,rpl
madrasah aliyah negeri man sampang salah sekolah kabupaten sampang memiliki aktivita extra kurikul fasilita lengkap mendukung prose belajarmengajar sekolah man sampang pengolahan data akademik adminstrasi sistem manual efisien efektif sisi man sampang sistem memudahkan monitor akademik administrasi siswa sarana informasi wali muridoleh penyusunan tuga membangun sistem monitor akademik administrasi siswasiswi fasilita sm gateway media monitor aktivita prestasi akademik bahasa pemerograman php html csetelah sistem dirancang sistem mengakomodasi kebutuhan mempermudah mempercepat kinerja guru staf bertuga mengelola data nilai siswa uji obyektifita 20 respond hasil 75 responden setuju terehadap sistem monitor akademik administrasi bangunkata kunci sistem informasi php mysql sm gateway man sampang,rpl
sistem informasi sistem pengelolaan data informasi berkualita alat bantu mendukung pengambilan keputusan informasi unsur subsistem berhubungan sistem berjalan efektif efesiensetiap dosen pegawai negeri sipil wajib menyusun sasaran kerja pegawai skp rancangan pelaksanaan kegiatan tuga jabatan sesuai rincian tuga tanggung wewenangannya ditetapkan struktur tata kerja organisasi ruang lingkup dosen kewajiban perancangan pelaksanaan kegiatan tuga jabatan mengacu tri dharma perguruan tinggihasil penelitian sistem kinerja dosen mengacu tri dharma perguruan pengisian target realisasi target dosen fungsi utama sistem memberitahukan target dosen tercapai sesuai target dosen sistem mendukung pemberitahuan bata pengisian target realisasi target dosen,rpl
teknik pencarian citra berbasi tek merepresentasikan citra cari didalam databas citra seringkali diperoleh hasil pencarian citra sesuai kunci sesuai nama file citra memperoleh citra temu citra metod pencarian citra perbandingan fitur citra queri fitur citra latih akurasi hasil pencarian citra ekstraksi fitur ciri energi haar wavelet transform perbandingan kemiripan fitur ciri energi berdasarkan jarak terdekat euclidean distanc hasil percobaan skenario 1 8 5 buah citra queri berbeda sistem temu citra berdasarkan isi haar wavelet transform similar measur berdasarkan euclidean distanc pencarian citra didasarkan skenario uji coba hasil pencarian citra ekstraksi fitur ciri transformasi wavelet haar menghasil pencarian akurasi dilkakukan dekomposisi level 3 menghasilkan 12 buah ciri prose perhitungan fitur ciri dekomposisi level 3 dipengaruhi pembulatan angka desim signifikan nilai pixel dihasilkan subband ll dekomposisi sebelumnyakata kunci cbir haar wavelet transform similar measur euclidean distanc,komputasi
maraknya pengaksesan situ pornografi indonesia mengkhawatirkan kebutuhan aks internet dewasa berkembangnya internet pengaksesan situssitu pornografi mengkhawatirkan ironisnya pengaksesan situ pornografi memprihatikan kalangan anak anak pengawasan anak penggunaan internet tingkatkan squid perangkat lunak memonitor jaringan tindakan jaringan aplikasi berjalan realtim otomati penelitian perancangan sistem pengawasan linta jaringan penggunaan komput squid keylogg dikombinasikan agen squid mencatat aks internet keylogg mencatat pengetikan komput bantuan agen informasi squid keylogg dikirim databas server laporan agen dikirim databas server diaks aplikasi perangkat mobil sistem operasi android uji coba aks koneksi internet pencarian mengunjungi halaman web aplikasi agen membaca mengirimkan informasi kedalam databas server mengkombinasikan perintah squid,rpl
intrus prevent system ip sistem diterapkan pengawasan jaringan keamanan server salah sistem ip ip suricata terkadang administr jaringan ip suricata administr jaringan mengalami kesulitan pengawasan dibutuhkan perangkat pengawasan realtim alert ip suricata mendeteksi serangan android sistem operasi berbasi linux dikembangkan perangkat smartphon tablet penelitian sistem monitor dibangun perangkat berbasi android serangan monitor agent ip suricata memblokir penyerang mengirimkan informasi serangan web server notif perangkat android sistem monitor dibangun monitor ip suricata uji coba 50 kali serangan port scan nmap superscan sql inject havij vulner web scanner nikto terbukti aplikasi monitor agent mengkombinasikan ip suricata iptabl mendeteksi memblokir penyerang monitor agent mengirimkan informasi serangan web server diterima android client notif,rpl
akreditasi program studi sarjana prose evaluasi berkala badan memiliki kewenangan banpt pelaksanaan prose penyusunan borang akreditasi program studi lepa organisasi berperan mengelola menyuplai data kebutuhan borang akreditasi data program studi prose penyusunan borang akreditasi data histori dikumpulkan berkala gambaraninformasi kegiatan prose pengumpulan sebaran datadata masingmas organisasi sumber daya sebentar sistem program studi universita trunojoyo madura pengumpulan data histori akreditasi pencarian pengumpulan pencatatan data daftar terpisah terkomputerisasi maksim terpusat maksim pengelolaan manajemen datanya dikembangkan sistem menghimpun data sistem informasi pangkalan data berbasi akreditasi universita trunojoyo madura,rpl
industri batik indonesia industri menengah mata pencaharian sebagaian masyarakat perkembangan bisni onlin indonesia berkembang pesat salah industri batik indonesia industri batik bangkalan industri batik bangkalan penjualan sistem onlin sistem onlin produsen jalankan mengolah data mendukung penjualan produsen produsen sistem penjualan onlin berkomunikasi konsumen mengakibatkan efektifnya sistem onlin produsen miliki konsumen menghabiskan memilih produk butuhkan cocoksalah mengatasi sistem bisni cerda intellig ebusinn industri bangkalan web mine salah web mine metod kmean cluster metod kmean cluster mengelompokkan produk sesuai kesamaan data produk perhitungan jarak perbedaan rumu euclidean membantu pemb keputusan rekomendasi itemitem produk batik terbaik berdasarkan preferensi pemb,komputasi
melanjutkan pendidikan perguruan impian siswa lulu sama siswa memilih program studi perguruan sesuai kemampuan minatnya salah masuk program studi te psikolog nilai mata pelajaran sama menunjang pemilihan program studi sistem rekomendasi pemilihan program studi mempertimbangkan bobot disetiap kriteria diberikanmetod sistem rekomendasi logika fuzzi tsukamoto penelitian kriteria kriteria akademik kriteria psikot minat hasil output sistem rekomendasi program studi berdasarkan pengujian akurasi 59 data diperoleh 678 hasil akurasi sistem rekomendasi pemilihan program studi mempermudah siswa memutuskan program studi diambilkata kunci program studi logika fuzzi tsukamoto sistem rekomendasi,komputasi
penilaian memiliki tujuan evaluasi peningkatan penilaian siswa berprestasi evaluasi penilaian prestasi belajar siswa jarang penginputan nilai manual smpn 1 lenteng guru kesulitan menganalisi siswa siswinya siswa berprestasi dinilai nilai bagu mata pelajaran nilai akademik non akademik seimbang tujuan penelitian aplikasi merangk hasil penilaian prestasi belajar siswa pembuatan sistem pendukung keputusan berdasarkan multi kriteria ditetapkan sekolah studi terkait multi kriteria dimodelkan kedalam metod paprika salah metod membandingkan pasangan alternatif pasangan alternatif dirangk sesuai priorita kriteria metod smarter metod pembobotan kriteria rumu roc rank order centroid berdasarkan tingkat priorita kriteria hasil penerapan metod aplikasi rank penilaian prestasi belajar siswa mempermudah guru mengambil keputusan mengevaluasi prestasi belajar siswa,komputasi
sentiment analysi penelitian riset komputasion opini diekspresikan tekstual diklasifikasikan kedalam kela sentimen positif negatif dimana data opini diaks media sosial twitter berdasarkan queri kebijakan publik bahasa indonesia sentiment analysi tingginya dimensi fitur menggambarkan tek membutuhkan princip compon analysi reduksi dimensi princip compon analysi strategi bertujuan meningkatkan kinerja komputasi metod expect maxim metod pengembangan naiv bay classifi pengklasifikasiannya metod expect maxim menentukan opini kela positif negatif cluster expect maxim menangani atribut numerik nominalpenelitian 400 tweet tekstual hasil klasifikasi expect maxim dibandingkan data hasil asli data didapatkan kela sentimennya databas mysql hasil penelitian didapatkan skenario terbaik metod berhasil mengklasifikasikan tweet nilai preciss 708 recal 100 accuraci 794kata kunci sentiment analysi queri princip compon analysi expect maxim nave bay classifierclust,pba
pdam perusahaan mengelola kebutuhan air masyarakat tuga utamanya menghasilkan air layak kualita kuantita perancanaan kebutuhan air bersih pdam dihadapkan permasalahan permasalahan tersebuat ketidakmampuan mengimbangi kebutuhan air bersih masyarakat tingginya angka kehilangan air kendala perbaikan jaringan pipa salah upaya mengatasi permasalahan memanfaatkan sistem informasi geografi sistem visualisasi peta jaringan pipa kelengkapannya modul perawatan gate valv lapor sistem distribusi diatur sistem sistem mempermudah pengerjaan sistem distribusi air pdam,rpl
mata organ manusia penyakit dideteksi mata mata diidentifikasi pembuluh darah pendeteksian pembuluh darah membesar percabangan normal pembuluh darah prose segmentasi sistem cepat akurat mensegmentasi pembuluh darah tuga segmentasi pembuluh darah metod morpholog oper segmentasi pembuluh darah tahap preprocess segmentasi langkah tahap preprocess citra tahap preprocess citra langkah merubah citra rgb green channel memperbaiki citra clahe menegasikan citra complement langkah tahap segmentasi citra morfolog tophat penebalan pemutaran sudut metod morpholog oper membinerkan citra local threshold menghapu nois citra menghilangkan tepi field of view metod diujikan databas drive 20 citra fundu databas didapatkan ratarata akurasi 9631 metod terbukti mensegmentasi pembuluh darah citra fundu,komputasi
upaya melestarikan bahasa madura teknolog informasi salah satunya sistem penterjemah madura metod free context pars algoritm sistem berimbuhan dipros upaya perbaikan pengembangan sistem menyesuaikan arti berimbuhanpenambahan aturan pola berimbuhan pola tingkatan bahasa upaya memperbaiki sistem mempros berimbuhan sistem penterjemah hasil perbaikan diuji cobakan 100 kalimat berimbuhan sistem penterjemah maduraindonesia ketepatan ratarata 7645 sistem 9712 sistem penterjemah indonesiamadura ratarata total ketepatan 7667 sistem 9471 tingkatan bahasa madura ditingkat 1 sistem ketepatan ratarata 7854 sistem 9538 ditingkat 2 halu sistem 7443 sistem 9508 ditingkat 3 halu sistem 7104 sistem 9368 perbaikan pengembangan penambahan aturan pola berimbuhan pola tingkatan bahasa berjalan,pba
mata alat indera keberadaannya vital kehidupan manusia fungsi utama alat mata organ berhubungan langsung positif terkena penyakit diabet retinophati glaucoma pendeteksian penyakit informasi salah satunya pembuluh darah segmentasi optic disc pembuluh darah retina mengalami kelainan tuga segmentasi data imag retina databas citra inpir segmentasi operasi morfolog menghasilkan citra optic disc terpisah obyek langkah segmentasi fundu mata langkah prose preprocess tujuan langkah mengoptimalkan citra retina dipros segmentasi tahap meliputi prose pemotongan resiz citra penghalusan kontur citra metod gaussian filter perbaikan kontra unsharp mask filter langkah prose segmentasi optic disc meliputi otsu threshold eliminasi cluster penentuan kandidat optic disc operasi morfolog prose citra tersegmentasi perhitungan tingkat kebenaran akurasi hasil segmentasi membandingkan citra groundtruthnya pengujian databas inpir 40 citra hasil akurasi pengujian penelitian meliputi paramet sensit specif accuraci berturutturut 7239 9833 8536 kunci unsharp mask filter otsu threshold dilat and eros morpholog,komputasi
penyakit mata diabet diken istilah diabet retinopathi dari salah penyakit komplikasi dihasilkan penyakit diabet kerusakan retina mataopt disk od daerah mata syaraf mata memasuki retina pusat pertemuan syaraf mata od salah fitur mata mudah diamati letak od referensi menentukan letak fitur fitur citra fundu od intensita exud gejala dari citra fundu bercak mata penelitian diawali preprosess menghilangkan pembuluh darah citra blood vessel didapatkan citra bersih blood vesselnya prose penentuan letak sementasi od metod otsu treshold maksimum entropi treshold hasil penelitian menghasilkan akurasi sensifita spesifita tertinggi prose segmentasiotsu treshold akurasi 92 sensifita 87 spesifita 98 maksimum entropi treshold akurasi 94 sensifita 90 spesifita 97 kunci segmentasi optic disk otsutreshold maksimum entropi treshold ground truth databaseinspir median filter clahe morfolog open close,komputasi
kehidupan seharihari masyarakat berinteraksi bahasa verbal penyandang disabilita berkomunikasi verbal bahasa isyarat sulit dimengerti khalayak berkomunikasi translat translat memiliki kekurangan privasi efisien mengatasi dibutuhkan sistem pengenalan isyaratpada penelitian kamera depth microsoft kinect menangkap citra isyarat penggunaan kamera depth menghasilkan citra 3d menangkap obyek cahaya gelap citra 3d prose segmentasi citra berdasarkan jarak menghilangkan latarbelakang obyek ditangkap tangan prose binerisasi otsu threshold crop citra mengambil obyek meres citra mempermudah mempercepat prose prose pengenalan metod euclidean distanc berdasarkan nilai jarak terkecil citra citra masukan citra templatepengujian templat menghasilkan akurasi 96538462 pengujian sistem realtim menghasilkan akurasi metod euclidean distanc hasil pengujian sistem realtim bergantung lingkungan uji coba postur tangan pengguna sesuai aturan sibi templat metod mencari nilai perbedaan terkecil,komputasi
universita trunojoyo madura program beasiswa program beasiswa diperuntukkan mahasiswa jeni beasiswanya papa peningkatan prestasi akademik bbm bantuan belajar mahasiswa bidang ilmu informatika solusi diterapkan prose seleksi beasiswa salah satunya sistem informasi dalamnya sistem pendukung keputusan sistem informasi media penyampaian informasi pengolahan data berfungsi sistem pendukung keputusan prose seleksi beasiswa sistem pendukung keputusan sistem informasi konsep fuzzi diterapkan metod analyt hierarchi process ahp fahp fahp sistem informasi pendekatan synthet extent analysi fahp menghitung bobot kriteria berdasarkan syarat ketentuan dikeluarkan universita trunojoyo madura sistem informasi electr merangk alternatif terbaik bobot fahp electr pengambilan keputusan alternatif terbaik penerima beasiswa fahp electr sistem membobotkan kriteria merangk alternatif penerima beasiswa uji coba 871 data alternatif calon penerima beasiswa didapatkan akurasi sistem 6677 beasiswa papa 7301 beasiswa bbm diratarata akurasinya mencapai 6989 kunci sistem informasi beasiswa fuzzi analyt hierarchi process synthet extent analysi electr,rpl
dunia pendidikan masuk kedalam dunia teknolog informasi kegiatan positif membantu pelaksanaan kegiatan belajarmengajar lingkungan pendidikan terkecuali dunia pendidikan agama agama islam aplikasiaplikasi alquran digit jadwal shalat terpasang komput laptop aplikasi kategori gameedukasi tersedia perkembangan media teknolog proyek mengangkat judul aplikasi pembelajran angka huruf hijaiyah berbasi unity2d aplikasi game 2d unityengin berbasi web game edukasi bergenr shooter dimana pemain diarahkan mendengarkan lafadz menembak angka huruf hijaiyah sesuai dibacakan bermain game player mengen angka huruf hijaiyah berserta lafadznya dijadikan media pembelajaran dasar islami anakanak hasil pengamatan hasil uji game anakanak pengalaman beragam game disimpulkan genr shootergam edukasi menyenangkan memiliki potensi game edukasi menarik minat anakanak belajar,komputasi
sawah lahan usaha pertanian fisik berpermukaan dibatasi pematang ditanami padi palawija tanaman budidaya tambak lahan kegiatan budidaya air tambak budidaya ikan udang tambak garam sawah tambak lahan pertanian tersedianya data informasi sumberdaya lahan lengkap menunjang program pembangunan pertanian berkelanjutan dibutuhkan sistem menemukan potensi lahan mencari kualita pengguaan lahan cocok penggunaan sistem dipakai sistem kesesuaian lahan kesesuaian lahana tingkat kecocokan sebidang lahan penggunaan sistem informasi terkait kawasan lingkungan pertambakan persawahan dibutuhkan sistem informasi geografi sig dimana didalam sistem meimplementasikan kesesuaian lahan divisualisasikan peta lahan pertanian sawah tambak peta pencarian lahan sistem mempermudah masyarakat dina terkait potensi lahan dikelola berdasarkan atribut atribut didalamnya kunci sawah tambak sistem informasi geografi kesesuaian lahan,rpl
permainan ular tangga tenar dikalangan anak zaman permainan dikema modern petak ukuran berbeda bidak tambahan magnet keberadaannya menghilang implementasi augment realiti permainan ular tangga permainan menarik interaktif augment realiti teknolog menggabungkan benda maya dimensi dimensi lingkungan nyata dimensi memproyeksikan bendabenda maya nyata penelitian penelitian teknolog augment realiti diterapkan kedalam permainan ular tangga diharapkan penelitian augment realiti pengalaman bermain ular tangga menyenangkan sepuluh pengguna sistem seputar permainan ular tangga diperoleh hasil 80 bagu 10 10 bagu,komputasi
lembaga pendidikan jenjang smamasmk strategi mencetak generasi bangsa bersa mengatasi isu globalisasi perhatian pemerintah masyarakat pemerintahnya berkewajiban mengarahkan membimb melindungi fasilita lembaga pendidikan fasilita lembaga pendidikan menunjang penaklukan isu globalisasi penggunaan teknolog informasi ti pengetahuan penggunaan teknolog informasi pendidikan setingkat smamasmk kabupaten bangkalan terpenuhi penelitian pengelompokkan cluster metod data mine membagi data kelompokkelompok sesuai kesamaan karakteristiknya penggunaan ti smamasmk pengelompokkan berdasarkan kriteria ti metod kmean funngsi jarak manhattan distanc cluster 2 49 cluster terbaik perhitungan sum sequar of error sse cluster nilai sse terkecil dipilih dijadikan cluster terbaik pengelompokkan uji coba didapatkan cluster terbaik pengelompokkan 3 cluster nilai sse 5991 kunci cluster kmean manhattan distanc sum sequar of error,komputasi
era teknolog modern game sekedar bermain media pembelajaran game perkembangan otak meningkatkan konsentrasi melatih memecahkan cepat game konflik menuntut menyelesaikannya cepat penelitian tuga game menyajikan pembelajaran bahasa inggri matematika sengaja dikema bentuk permainan meningkatkan minat belajar anak sasaran pengguna game anak kela ii iii sekolah dasar game memiliki 2 pilihan permainan edukasi bahasa inggri edukasi matematika edukasi bahasa inggri bertujuan melengkapi edukasi matematika bertujuan melengkapi operasi aritmatika sederhana game tampilan gameplay menarik anakanak tertarik mudah belajar bahasa inggri matematika,komputasi
peningkatan mutu akademik nonakademik mahasiswa teknik informatika universita trunojoyo madura utm evaluasi penilaian layanan program studi meliputi aspek pengembangan bakat minat bimbingan konsel pembinaan soft skill penilaian lembaran kerta rentan duplikasi data beresiko mengalami kerusakan kehilangan pengawasan data masuk dihitung mencapai ribu data semest data tim jaminan mutu diharuskan evaluasi cepat penelitian menempatkan key perform indic nilai pemband nilai aspek layanan dihitung metod cumul vote penilaian angka kepuasan mahasiswa penilaian dihitung metod smarter memperhatikan kriteria penilaian pembobotan aspek jeni layanan program studi teknik informatika utm berdasarkan hasil ujicoba diterapkan sistem dinilai kemudahan penilaian hasil layanan presentas 79 masuk kedalam kategori memuaskan kunci sistem informasi sih layanan prodi smarter teknik informatika utm cumul vote key perform indic kpi,rpl
seir perkembangan teknolog informasi aktifita manusia dipermudah dikomputerisasi tuga alternatif mempermudah rekomendasi topik tuga user mengaks topik tuga output menampilkan dokumen sajamelainkan dokumendokumen terkait topik ditampilkan mempermudah user pencarian refrensi topik tuga collabor filter salah metod pakai rekomendasi data dipakai pilihan topik person didapatkan rekomendasi topik tuga berbedabeda user collabor filter metod menganalisa tek diaks orang metod collabor filter diterapkan prose pencarian vsm vektor space model besarnya kesamaan dimiliki dokumen data ditambah kecilnya nilai perkalian bobot dokumen dokumen representasi kecilnya perkalian nilai vector dokumen dokumen representasi mempengaruhi kedalam kategori dokumen tuga ditempatkankata kunci collabor filter vector space model vsm,komputasi
sumber daya manusia sdm salah faktor diperhitungkan perusahaan penilaian kinerja bertujuan memotivasi kinerja individu reward bentuk penghargaan apresiasi prestasi bertujuan menarik mempertahankan sdm mencapai sasaran didtetapkan perusahaan tuga mencari alternatif terbaik berdasarkan kriteriakriteria ditentukan pendekatan metod fuzzyanalyt hierarchi process prose perhitungan fahp menentukan penerima reward kriteria sasaran kerja pegawai perilaku kerja pegawai hasil pembobotan metod fahp mendukung keputusan penentuan penerima reward pdam bojonegoro penelitian diharapkan mendorong perusahaan memperhatikan kualita sdm diperusahaan salah satunya reward pegawai berprestasi hasil penelitian tuga berdasarkan analisi gap perbedaan penilaian kinerja kriteria perilaku kerja pdam bojonegoro sistem menghasilkan nilai gap 10 nilai gap kecilnya nilai gap dihasilkan perbandingan penilaian kinerja pdam sistem mempengaruhi hasil penerima reward,komputasi
